pmm,smm,vmm,exclude,deceased,first_name,nick_name,last_name,organization_name,total_donations,total_pledge,largest_gift,largest_gift_appeal,first_gift_date,last_gift_date,last_gift_amount,last_gift_request,last_gift_appeal,address_line1,address_line2,city,contact_phone_type,phone_restrictions,email_restrictions,communication_restrictions,subscription_events_in_person,subscription_events_magazine,communication_preference,__ml_lable,__ml_total_invitations,__ml_total_attendance,__ml_last_invitation_attendance,__ml_invitation_acceptance_rate,__ml_total_donations,__ml_largest_gift,__ml_last_gift_amount
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Maria,,González,,0,927350,0,Appeal1,0,0,0,1738125652,Appeal2,343 Pinewood Avenue,,Prince George,Mobile,No Mass Communications,,No Mass Communications,Opt-in,Opt-in,Survey,1,15,15,1,1.0,31025,14556,7851
Gurtrude Schmidt,Jane Doe,Chao Nguyen,yes,no,Yuki,Love,佐藤,,566571,121998,484675,Appeal2,1679064261,617653334,438989,1733960283,Appeal2,666 Juniper Road,,Saanich,Mobile,Do Not Call,Do Not Email,Do Not Email,Opt-out,Opt-in,Survey,0,15,15,1,1.0,53399,13236,5677
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Amina,Snookums,Nakamura,,838006,740476,788051,Appeal3,1709918604,181395461,18401,1729878794,Appeal2,121 Maplewood Place,Unit 555,Burnaby,Mobile,No Mass Communications,Do Not Email,No Surveys,Opt-in,Opt-out,Magazine,1,8,8,1,1.0,3102,1900,201
Parvati Patel,Bob Brown,Priya Gupta,no,no,Priya,,Nakamura,Hilarity Holdings,180008,209864,9435,Appeal3,1733957362,295434583,40747,1715659726,Appeal3,456 Oak Avenue,Unit 454,Port Coquitlam,Home,No Mass Communications,No Mass Communications,,Opt-in,Opt-out,Magazine,1,1,0,0,0.0,23366,14736,13562
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Hiroshi,Cutie,Ivanov,Widgets R Us,0,207966,0,Appeal1,0,0,0,1737901584,Appeal3,555 Hickory Drive,Unit 777,Richmond,Work,,No Surveys,,Opt-in,Opt-out,Research update,1,15,15,1,1.0,70154,52427,38509
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Ingrid,Champ,Brown,,0,737636,0,Appeal3,0,0,0,1728420620,Appeal3,999 Alder Terrace,Unit 202,Surrey,Mobile,No Mass Appeals,No Mass Communications,No Surveys,Opt-in,Opt-in,Event,0,6,2,1,0.3333333333333333,71414,11175,10048
Gurtrude Schmidt,John Doe,Chao Nguyen,no,no,Mei,Cutie,佐藤,,633178,295690,10057,Appeal3,1627545523,1594564335,355586,1724078900,Appeal3,1111 Cypresswood Terrace,Apt 343,Saanich,Mobile,No Mass Appeals,,No Surveys,Opt-out,Opt-out,Survey,1,3,2,1,0.6666666666666666,53944,7590,1168
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Rajesh,,Williams,,845913,339163,638278,Appeal2,1671579813,143867699,63838,1737805328,Appeal3,121 Maplewood Place,Unit 555,Port Coquitlam,Work,No Surveys,No Surveys,No Mass Appeals,Opt-out,Opt-in,Survey,1,4,3,1,0.75,91566,2526,836
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Olga,,Brown,,0,402023,0,Appeal1,0,0,0,1732339964,Appeal1,202 Cedar Court,,Kamloops,Work,No Mass Appeals,No Surveys,No Surveys,Opt-in,Opt-in,Event,1,0,0,0,0.0,2206,1989,853
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Ingrid,Sugar,Jones,,476171,48076,283171,Appeal1,1644337938,1025469810,318510,1716642834,Appeal3,505 Willow Way,Unit 555,North Vancouver,Work,No Mass Communications,,No Surveys,Opt-in,Opt-in,Holiday Card,0,1,0,0,0.0,20380,760,372
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Ingrid,,Öztürk,,0,0,0,Appeal1,0,0,0,1724244443,Appeal2,909 Fir Street,Apt 444,Salmon Arm,Home,No Mass Communications,,Do Not Email,Opt-out,Opt-out,Magazine,0,7,4,1,0.5714285714285714,62981,34862,34287
Gurtrude Schmidt,Jane Doe,Sven Müller,no,no,Maria,,Jones,Frobozz Magic Co.,0,451516,0,Appeal1,0,0,0,1735049596,Appeal2,909 Fir Street,Apt 121,Nanaimo,Home,No Surveys,Do Not Email,Do Not Email,Opt-out,Opt-out,Survey,1,13,12,0,0.9230769230769231,82733,42334,25285
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Amina,,García,,0,654450,0,Appeal1,0,0,0,1729758257,Appeal2,555 Hickory Drive,Apt 101,White Rock,Work,Do Not Call,,Do Not Email,Opt-out,Opt-in,Survey,1,3,1,0,0.3333333333333333,84187,12857,7527
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Ahmed,Pumpkin,Hernández,,0,480621,0,Appeal3,0,0,0,1725772123,Appeal2,1919 Laurelwood Road,Apt 666,Port Coquitlam,Mobile,,No Mass Appeals,No Surveys,Opt-out,Opt-in,Survey,1,4,2,1,0.5,85830,25058,2867
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,yes,John,,Smith,,0,24932,0,Appeal1,0,0,0,1717640746,Appeal1,454 Birchwood Lane,Unit 404,Maple Ridge,Mobile,No Surveys,Do Not Email,,Opt-out,Opt-in,Newsletter,1,5,4,1,0.8,35126,9089,6145
Parvati Patel,Alice Smith,Priya Gupta,no,no,Juan,,Singh,Jokester Junction,226369,976014,33088,Appeal1,1702928885,261799391,121258,1724371691,Appeal1,666 Juniper Road,Unit 333,Langley,Home,Do Not Call,No Surveys,No Surveys,Opt-in,Opt-out,Magazine,1,13,12,1,0.9230769230769231,25525,6636,6383
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Chao,,김,,0,0,0,Appeal2,0,0,0,1733439869,Appeal3,404 Spruce Road,Unit 404,Port Coquitlam,Work,,,No Mass Communications,Opt-in,Opt-out,Survey,0,0,0,0,0.0,17325,9296,1715
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Rajesh,Sunshine,Smirnov,Chuckles & Co.,0,319384,0,Appeal2,0,0,0,1721609746,Appeal2,101 Birch Boulevard,,Coquitlam,Home,No Mass Communications,No Mass Communications,,Opt-in,Opt-out,Newsletter,0,1,1,0,1.0,10085,9324,8007
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Zainab,,Ivanov,,363724,951819,3782,Appeal1,1668519923,696500543,108809,1725328275,Appeal3,565 Cedarwood Boulevard,Unit 454,Burnaby,Mobile,No Mass Appeals,No Mass Appeals,Do Not Email,Opt-out,Opt-in,Inspiration event,0,1,0,0,0.0,1425,811,720
Peter Smith,Jane Doe,Sven Müller,yes,no,Carlos,,Nakamura,,0,923637,0,Appeal2,0,0,0,1738646836,Appeal3,1515 Magnoliawood Lane,Apt 888,Courtenay,Work,,No Surveys,No Mass Communications,Opt-out,Opt-out,Newsletter,1,15,15,1,1.0,24718,1112,777
Peter Smith,John Doe,Chao Nguyen,no,no,Bob,,Öztürk,,0,0,0,Appeal2,0,0,0,1712786681,Appeal3,777 Laurel Way,Apt 909,Campbell River,Mobile,,No Mass Appeals,,Opt-out,Opt-in,Newsletter,0,5,2,1,0.4,69871,44344,25616
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Juan,Beloved,Smith,,241617,0,4037,Appeal2,1591457754,370279320,35781,1719471510,Appeal1,444 Dogwood Court,Unit 333,Delta,Work,Do Not Call,No Mass Appeals,,Opt-in,Opt-out,Research update,0,6,4,1,0.6666666666666666,62121,57143,35922
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Alice,Babe,王,Gag Gifts Galore,752931,924819,384292,Appeal3,1611476751,1393502931,297090,1723568888,Appeal3,808 Cypress Place,Apt 909,Langley,Mobile,,Do Not Email,,Opt-out,Opt-in,,1,13,13,1,1.0,94732,31288,5670
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Olga,Snookums,Nakamura,,547378,101682,313198,Appeal3,1635884331,490591645,69735,1717013121,Appeal1,303 Elm Drive,Apt 343,Kamloops,Work,No Mass Communications,Do Not Email,Do Not Email,Opt-in,Opt-out,Survey,1,10,9,1,0.9,90810,89390,36618
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Maria,Doll,López,,0,148194,0,Appeal2,0,0,0,1724480574,Appeal1,333 Magnolia Boulevard,,Maple Ridge,Home,,Do Not Email,No Mass Communications,Opt-in,Opt-in,Holiday Card,1,2,1,0,0.5,9805,5405,2285
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Hassan,Angel,佐藤,,242192,259171,143036,Appeal2,1621685523,134054503,304,1709325974,Appeal3,456 Oak Avenue,Unit 404,Port Coquitlam,Work,Do Not Call,No Surveys,No Mass Appeals,Opt-out,Opt-in,Event,1,0,0,0,0.0,78695,71302,18386
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,John,,Nguyen,,0,369633,0,Appeal1,0,0,0,1728862858,Appeal1,606 Aspen Circle,,Vernon,Work,No Mass Appeals,No Surveys,No Surveys,Opt-out,Opt-out,Holiday Card,0,5,0,0,0.0,50719,36415,11554
Peter Smith,Jane Doe,Chao Nguyen,no,no,Maria,,Brown,Jokester Junction,81655,0,11260,Appeal3,1652154469,856434275,6492,1735103152,Appeal3,666 Juniper Road,Apt 121,Nanaimo,Work,,Do Not Email,,Opt-out,Opt-out,,1,7,3,0,0.42857142857142855,91731,52199,22305
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Maria,,Kumar,Jester Jamboree,0,246251,0,Appeal2,0,0,0,1722621011,Appeal3,777 Laurel Way,Unit 454,Coquitlam,Mobile,Do Not Call,,No Mass Appeals,Opt-in,Opt-out,Event,1,7,5,0,0.7142857142857143,48893,16592,1240
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Olga,Pumpkin,González,,358978,285608,161519,Appeal2,1641526443,282800548,207703,1722326506,Appeal2,999 Alder Terrace,Apt 909,Vernon,Work,Do Not Call,,No Surveys,Opt-out,Opt-in,Research update,0,5,1,1,0.2,98613,36475,23009
Gurtrude Schmidt,John Doe,Chao Nguyen,yes,no,Maria,,Williams,,39344,691026,24785,Appeal2,1619654276,1415153814,8507,1730761567,Appeal2,606 Aspen Circle,Apt 121,Parksville,Work,No Mass Communications,,No Mass Communications,Opt-out,Opt-in,Research update,0,6,1,0,0.16666666666666666,2557,1181,1000
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Olga,Doll,González,,520846,128361,12811,Appeal2,1700765734,292605961,58102,1709745669,Appeal2,909 Aspenwood Way,Unit 808,Victoria,Home,,No Mass Appeals,,Opt-out,Opt-out,Holiday Card,1,4,3,0,0.75,59037,38568,15496
Parvati Patel,Alice Smith,Priya Gupta,no,no,Maria,,Brown,,83197,802630,79647,Appeal3,1687265559,1180738603,2933,1722251576,Appeal1,303 Elm Drive,Apt 121,Surrey,Home,No Mass Communications,No Mass Communications,No Mass Communications,Opt-in,Opt-out,Research update,0,0,0,0,0.0,94990,80982,79909
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Leila,Angel,García,Silly Solutions,598599,216415,368366,Appeal3,1650532475,571280991,545988,1734805213,Appeal2,121 Maplewood Place,Unit 999,Coquitlam,Work,No Mass Appeals,,No Mass Communications,Opt-in,Opt-in,Inspiration event,0,5,5,1,1.0,8217,5671,4435
Gurtrude Schmidt,Jane Doe,Sven Müller,no,no,Dimitri,Sugar,Müller,,0,176867,0,Appeal2,0,0,0,1726528904,Appeal2,1111 Cypresswood Terrace,Apt 888,Parksville,Home,,No Mass Appeals,No Mass Appeals,Opt-out,Opt-out,Thank you,1,1,0,0,0.0,31282,27651,6489
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Amina,Peach,Nakamura,,0,517017,0,Appeal3,0,0,0,1740083469,Appeal3,565 Cedarwood Boulevard,Apt 343,Kamloops,Home,No Mass Communications,No Mass Appeals,No Surveys,Opt-in,Opt-in,Newsletter,0,15,15,1,1.0,498,40,7
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Maria,Love,Ivanov,Whimsy Works,0,427725,0,Appeal2,0,0,0,1719824476,Appeal2,909 Aspenwood Way,Apt 565,Parksville,Mobile,,Do Not Email,No Mass Appeals,Opt-out,Opt-in,Appeal,1,16,16,0,1.0,70083,66919,7991
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Maria,Darling,Nakamura,,0,0,0,Appeal2,0,0,0,1721095741,Appeal1,898 Willowwood Road,Unit 454,Victoria,Work,No Mass Appeals,No Surveys,No Mass Appeals,Opt-in,Opt-out,Newsletter,1,13,13,0,1.0,27708,2146,1315
Parvati Patel,Alice Smith,Priya Gupta,no,no,Juan,,佐藤,,0,581424,0,Appeal3,0,0,0,1726224204,Appeal3,676 Elmwood Court,Unit 606,Coquitlam,Work,Do Not Call,No Mass Appeals,No Surveys,Opt-out,Opt-out,Thank you,1,4,1,0,0.25,85646,39964,35666
Peter Smith,John Doe,Chao Nguyen,no,no,Priya,,Brown,,0,71476,0,Appeal1,0,0,0,1725148141,Appeal2,565 Cedarwood Boulevard,Apt 787,Courtenay,Work,No Mass Communications,No Mass Communications,No Mass Appeals,Opt-in,Opt-out,Magazine,0,5,2,0,0.4,67029,16535,8367
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Sven,,Kumar,,0,93361,0,Appeal2,0,0,0,1718041113,Appeal3,666 Juniper Road,,West Vancouver,Work,Do Not Call,No Mass Communications,No Mass Appeals,Opt-in,Opt-out,Inspiration event,1,13,13,1,1.0,66230,41707,2196
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Ingrid,,Brown,,307936,509558,120592,Appeal2,1731624546,479727335,151181,1724514700,Appeal3,666 Juniper Road,Apt 707,New Westminster,Home,Do Not Call,No Surveys,No Mass Communications,Opt-out,Opt-out,Magazine,1,2,1,0,0.5,95668,88976,62975
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Priya,Pumpkin,Brown,,533195,400472,508233,Appeal3,1632490975,514984415,387481,1737222747,Appeal2,1818 Juniperwood Drive,,Richmond,Mobile,No Surveys,No Surveys,Do Not Email,Opt-out,Opt-out,Newsletter,1,12,10,1,0.8333333333333334,98106,45172,42596
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Ahmed,,Hernández,,366473,789023,281944,Appeal1,1688482146,575055245,19564,1726492657,Appeal3,1919 Laurelwood Road,Apt 222,Burnaby,Mobile,No Mass Communications,No Mass Appeals,No Surveys,Opt-out,Opt-in,Appeal,1,13,12,0,0.9230769230769231,59618,22824,376
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Chao,,Nguyen,,0,194541,0,Appeal2,0,0,0,1730214940,Appeal2,666 Juniper Road,Unit 232,Vancouver,Mobile,Do Not Call,No Surveys,No Mass Communications,Opt-in,Opt-in,Research update,1,7,4,1,0.5714285714285714,62169,11327,5410
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Peter,,González,,713765,309531,686252,Appeal3,1721399551,291347925,9812,1728840462,Appeal3,606 Aspen Circle,Unit 111,Vancouver,Work,No Mass Appeals,No Mass Appeals,No Mass Appeals,Opt-in,Opt-in,Magazine,0,3,2,1,0.6666666666666666,90803,42704,921
Peter Smith,John Doe,Chao Nguyen,no,no,Maria,,Hernández,,0,909810,0,Appeal3,0,0,0,1729890696,Appeal3,999 Alder Terrace,Apt 101,Parksville,Home,Do Not Call,No Mass Appeals,,Opt-in,Opt-out,Survey,0,1,0,0,0.0,47755,44635,43004
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Fatima,,Brown,Frobozz Magic Co.,0,207246,0,Appeal1,0,0,0,1726385254,Appeal2,303 Elm Drive,,Coquitlam,Work,,Do Not Email,,Opt-out,Opt-out,Inspiration event,0,1,0,0,0.0,72119,21890,10894
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Fatima,,Müller,,0,254245,0,Appeal1,0,0,0,1719871464,Appeal3,454 Birchwood Lane,,Langley,Mobile,No Surveys,No Mass Appeals,Do Not Email,Opt-in,Opt-out,,1,6,4,0,0.6666666666666666,31692,2260,1758
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Sven,Honey,Williams,Whimsy Works,0,282603,0,Appeal2,0,0,0,1718646388,Appeal2,404 Spruce Road,,Kelowna,Mobile,,,No Mass Appeals,Opt-in,Opt-in,Inspiration event,1,12,9,0,0.75,64390,13997,7340
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Ahmed,,Ivanov,,0,0,0,Appeal1,0,0,0,1738945845,Appeal1,343 Pinewood Avenue,,Vancouver,Mobile,No Mass Communications,No Mass Communications,,Opt-in,Opt-out,Newsletter,1,5,2,0,0.4,17811,14230,1352
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Yuki,Love,Nakamura,,553704,139558,506784,Appeal2,1714255097,286077209,273799,1726939256,Appeal3,101 Birch Boulevard,Unit 202,Vernon,Home,No Mass Appeals,No Mass Appeals,,Opt-in,Opt-out,Event,1,2,0,0,0.0,91605,65161,53668
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Sergei,Doll,Lee,,517317,409811,239967,Appeal3,1682900973,1393083816,57242,1731741155,Appeal2,565 Cedarwood Boulevard,Unit 555,Victoria,Work,,No Mass Communications,No Mass Appeals,Opt-out,Opt-out,Survey,1,6,2,1,0.3333333333333333,83695,9013,8114
Peter Smith,Jane Doe,Chao Nguyen,yes,no,Carlos,,王,,0,179977,0,Appeal1,0,0,0,1732452922,Appeal2,898 Willowwood Road,Apt 303,Parksville,Home,,,Do Not Email,Opt-in,Opt-in,,0,13,11,1,0.8461538461538461,5315,856,768
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Yuki,,김,,190391,334892,58453,Appeal3,1725372014,866818895,5533,1714576560,Appeal2,1818 Juniperwood Drive,Apt 303,Kamloops,Home,No Surveys,,No Mass Communications,Opt-in,Opt-in,Holiday Card,0,0,0,0,0.0,24706,18640,2615
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Leila,Sweetie,Gupta,,0,333760,0,Appeal2,0,0,0,1726114465,Appeal2,333 Magnolia Boulevard,,Port Coquitlam,Home,,No Mass Communications,,Opt-in,Opt-out,Inspiration event,0,12,11,1,0.9166666666666666,70214,12270,1913
Gurtrude Schmidt,Jane Doe,Chao Nguyen,yes,no,Bob,,Smith,,984309,918540,148834,Appeal3,1657938416,1042591820,59875,1728488911,Appeal2,1616 Dogwoodwood Boulevard,,Parksville,Home,,No Mass Communications,,Opt-in,Opt-out,Holiday Card,0,11,8,1,0.7272727272727273,18332,8222,1139
Peter Smith,Jane Doe,Sven Müller,yes,no,Maria,Sweetheart,Brown,,39951,156394,28646,Appeal3,1654492922,178299045,4209,1734415501,Appeal2,303 Elm Drive,,Saanich,Work,Do Not Call,No Surveys,No Mass Appeals,Opt-in,Opt-out,Thank you,1,12,10,0,0.8333333333333334,50080,41046,34497
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Zainab,,Chen,,0,717731,0,Appeal1,0,0,0,1718887426,Appeal1,1212 Firwood Place,Unit 898,Vancouver,Mobile,No Mass Appeals,,No Surveys,Opt-out,Opt-out,Survey,0,4,2,0,0.5,36451,21436,1274
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Hassan,,Lee,,0,478179,0,Appeal2,0,0,0,1737980910,Appeal3,101 Birch Boulevard,Apt 505,Nanaimo,Home,No Mass Appeals,No Mass Communications,No Mass Communications,Opt-in,Opt-out,Magazine,0,4,4,1,1.0,56260,46946,26251
Peter Smith,John Doe,Chao Nguyen,yes,no,Leila,Precious,Jones,,278563,0,60617,Appeal2,1726294964,1280486693,31937,1739670964,Appeal2,444 Dogwood Court,Apt 666,Nanaimo,Mobile,No Surveys,,No Mass Communications,Opt-in,Opt-out,Event,0,3,1,1,0.3333333333333333,77182,7630,222
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Maria,,Ivanov,,0,277490,0,Appeal2,0,0,0,1730180613,Appeal3,1717 Hickorywood Court,Unit 404,New Westminster,Mobile,,No Surveys,No Mass Appeals,Opt-out,Opt-in,Appeal,1,4,3,1,0.75,17979,707,99
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Ingrid,Champ,Ivanov,,839471,0,219449,Appeal1,1727895412,1186288417,252297,1717837876,Appeal3,777 Laurel Way,,Coquitlam,Mobile,No Mass Communications,Do Not Email,,Opt-out,Opt-in,Survey,0,13,13,0,1.0,18721,9415,5246
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Leila,,王,,0,210360,0,Appeal3,0,0,0,1738589832,Appeal2,676 Elmwood Court,Unit 999,Abbotsford,Mobile,No Surveys,No Surveys,Do Not Email,Opt-in,Opt-out,Newsletter,0,8,5,0,0.625,3719,1183,14
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,John,Love,Silva,,0,841708,0,Appeal1,0,0,0,1736812489,Appeal3,123 Maple Street,Apt 121,Coquitlam,Mobile,No Mass Appeals,No Mass Communications,,Opt-out,Opt-in,Inspiration event,1,15,15,1,1.0,86230,25113,5723
Peter Smith,John Doe,Sven Müller,no,no,Hassan,Dear,Kumar,,0,579160,0,Appeal3,0,0,0,1725816211,Appeal2,456 Oak Avenue,Unit 808,Victoria,Mobile,No Mass Communications,No Surveys,No Mass Appeals,Opt-in,Opt-in,Magazine,1,13,12,1,0.9230769230769231,24079,23506,20408
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Olga,Darling,Williams,,0,947142,0,Appeal1,0,0,0,1724569865,Appeal1,121 Maplewood Place,Apt 707,Burnaby,Home,No Mass Appeals,,No Surveys,Opt-in,Opt-in,Newsletter,0,4,0,0,0.0,37521,22824,18059
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Sven,,Chen,,0,369938,0,Appeal2,0,0,0,1724365722,Appeal2,1313 Poplarwood Street,Apt 565,Abbotsford,Mobile,No Mass Communications,No Mass Communications,No Mass Appeals,Opt-in,Opt-out,Event,1,1,0,0,0.0,72698,14279,3034
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Juan,Doll,王,Silly Solutions,493471,743124,52498,Appeal2,1713126242,1401315811,148578,1715655030,Appeal3,909 Fir Street,,Abbotsford,Mobile,,No Surveys,No Surveys,Opt-out,Opt-out,Research update,1,15,15,1,1.0,34157,12848,4054
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Juan,,Jones,,67367,825514,35011,Appeal3,1652286544,780110901,8086,1728989245,Appeal1,444 Dogwood Court,,Vancouver,Mobile,Do Not Call,No Mass Communications,No Surveys,Opt-in,Opt-in,,0,6,4,0,0.6666666666666666,85723,70908,1624
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Leila,,Singh,,0,68499,0,Appeal2,0,0,0,1709632001,Appeal1,1010 Redwoodwood Circle,,Delta,Mobile,No Mass Appeals,,No Surveys,Opt-out,Opt-in,Research update,1,4,1,0,0.25,67399,9561,3693
Peter Smith,Jane Doe,Sven Müller,yes,no,Priya,,김,,283805,248244,132751,Appeal1,1653316452,934925878,13221,1719622563,Appeal3,555 Hickory Drive,,Saanich,Home,No Mass Communications,No Mass Appeals,No Surveys,Opt-in,Opt-out,Event,1,8,8,0,1.0,24261,4363,604
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Zainab,,Ahmed,,0,0,0,Appeal3,0,0,0,1729762568,Appeal1,1616 Dogwoodwood Boulevard,,Prince George,Work,No Surveys,,Do Not Email,Opt-in,Opt-out,Survey,1,4,2,1,0.5,39522,25609,19127
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Yuki,,김,,696314,0,136176,Appeal3,1661969393,1130731904,94173,1722732404,Appeal2,707 Redwood Terrace,,White Rock,Mobile,,Do Not Email,No Mass Appeals,Opt-in,Opt-in,Inspiration event,0,4,2,1,0.5,11102,566,523
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Jane,,Nakamura,,586943,0,7694,Appeal3,1739835282,1315382462,158925,1709023923,Appeal3,222 Sycamore Lane,,New Westminster,Mobile,,No Mass Communications,,Opt-out,Opt-out,,1,6,6,1,1.0,2359,810,468
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Rajesh,,González,,71867,936847,326,Appeal3,1635112939,1629055860,34517,1725302216,Appeal1,101 Birch Boulevard,Apt 101,Surrey,Work,No Mass Communications,No Mass Communications,No Mass Appeals,Opt-in,Opt-out,Thank you,1,7,4,1,0.5714285714285714,73980,71124,48819
Peter Smith,John Doe,Sven Müller,no,no,Dimitri,Snookums,Jones,,82142,0,51079,Appeal3,1619584434,415822756,23491,1732357673,Appeal3,606 Aspen Circle,Apt 343,Saanich,Mobile,,No Mass Appeals,,Opt-in,Opt-out,Thank you,1,13,13,0,1.0,68261,43587,4793
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Hiroshi,,Jones,,0,208173,0,Appeal1,0,0,0,1723816327,Appeal2,1313 Poplarwood Street,,North Vancouver,Mobile,No Mass Appeals,No Mass Appeals,,Opt-in,Opt-out,Thank you,1,8,5,0,0.625,76916,17490,17433
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Olga,,Lee,,929699,687281,332610,Appeal1,1729616426,1013689628,812800,1716231368,Appeal3,606 Aspen Circle,,Vancouver,Mobile,Do Not Call,,No Surveys,Opt-in,Opt-out,,1,8,8,0,1.0,76145,26253,3107
Peter Smith,John Doe,Chao Nguyen,yes,no,Dimitri,,López,,30670,0,26844,Appeal3,1650931942,1547090326,7603,1728802476,Appeal1,707 Redwood Terrace,Unit 676,Campbell River,Work,Do Not Call,No Mass Communications,,Opt-in,Opt-in,Survey,0,1,0,0,0.0,48654,1118,528
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Carlos,,Kumar,,596977,508672,563305,Appeal3,1607775461,683520162,113642,1731969781,Appeal3,1919 Laurelwood Road,Apt 444,Burnaby,Mobile,,Do Not Email,No Mass Communications,Opt-out,Opt-out,Newsletter,0,9,7,0,0.7777777777777778,87875,72626,57291
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Alice,,王,,0,0,0,Appeal2,0,0,0,1713479859,Appeal3,808 Cypress Place,Apt 343,Vernon,Mobile,Do Not Call,,,Opt-in,Opt-in,Holiday Card,1,5,3,1,0.6,27516,20899,14675
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Hassan,,Ahmed,,260212,454464,31346,Appeal1,1637683442,642803173,85028,1709269312,Appeal2,111 Poplar Avenue,Unit 555,Surrey,Mobile,No Mass Communications,No Mass Appeals,No Mass Appeals,Opt-out,Opt-out,Appeal,1,7,5,1,0.7142857142857143,27175,2830,2431
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Sergei,,Nakamura,,812467,750254,280550,Appeal3,1684151691,1212869049,44578,1725884008,Appeal3,1010 Redwoodwood Circle,,Maple Ridge,Home,No Surveys,,Do Not Email,Opt-out,Opt-out,Thank you,0,1,0,0,0.0,98490,16660,12354
Hiroshi Nakamura,Bob Brown,Olga Smirnov,no,no,Dimitri,Champ,Cohen,Mirthful Manufacturing,11633,890335,2898,Appeal3,1688424260,427840683,54,1723915283,Appeal2,1010 Redwoodwood Circle,Apt 888,Port Coquitlam,Work,No Surveys,No Surveys,,Opt-out,Opt-out,Magazine,1,5,2,1,0.4,79883,34149,30687
Parvati Patel,Bob Brown,Priya Gupta,no,no,Juan,Pumpkin,Kumar,,497564,972428,444760,Appeal3,1609146744,651759595,112317,1734747932,Appeal3,1818 Juniperwood Drive,,White Rock,Home,,No Surveys,,Opt-out,Opt-in,Holiday Card,1,8,5,1,0.625,865,101,64
